License_Number,Hospital_Name,City,Year,Quarter,Licensed_Beds,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges1,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Medicare_Discharges,SNF_Medicaid_Discharges,SNF_Self_Pay_Discharges,SNF_Commercial_Discharges,SNF_Other_Discharges,SNF_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Inpatient_Surgeries,Total_Births,Total_Newborn_Days,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,All_Other_Visits,Total_Outpatient_Visits,Acute_Medicare_Inpatient_Revenue,Acute_Medicaid_Inpatient_Revenue,Acute_Self_Pay_Inpatient_Revenue,Acute_Other_Inpatient_Revenue,Acute_Total_Inpatient_Revenue,Acute_Medicare_Outpatient_Revenue,Acute_Medicaid_Outpatient_Revenue,Acute_Self_Pay_Outpatient_Revenue,Acute_Commercial_Inpatient_Revenue,Acute_Commercial_Outpatient_Revenue,Acute_Other_Outpatient_Revenue,Acute_Total_Outpatient_Revenue,Swing_Bed_Medicare_Revenue,Swing_Bed_Medicaid_Revenue,Swing_Bed_Self_Pay_Revenue,Swing_Bed_Commercial_Revenue,Swing_Bed_Other_Revenue,Swing_Bed_Total_Revenue,SNF_Medicare_Revenue,SNF_Medicaid_Revenue,SNF_Self_Pay_Revenue,SNF_Commercial_Revenue,SNF_Other_Revenue,SNF_Total_Revenue,Psych_Rehab_CDU_Medicare_Revenue,Psych_Rehab_CDU_Medicaid_Revenue,Psych_Rehab_CDU_Self_Pay_Revenue,Psych_Rehab_CDU_Commercial_Revenue,Psych_Rehab_CDU_Other_Revenue,Psych_Rehab_DCU_Total_Revenue,Home_Health_Medicare_Revenue,Home_Health_Medicaid_Revenue,Home_Health_Self_Pay_Revenue,Home_Health_Commercial_Revenue,Home_Health_Other_Revenue,Home_Health_Total_Revenue,Total_Medicare_Revenue,Total_Medicaid_Revenue,Total_Self_Pay_Revenue,Total_Commercial_Revenue,Total_Other_Revenue,Total_Revenue,Acute_Contractuals_Medicare,Acute_Contractuals_Medicaid,Acute_Contractuals_Self_Pay,Acute_Contractuals_Commercial,Acute_Contractuals_Other,Acute_Contractuals_Total,Other_Contractuals_Medicare,Other_Contractuals_Medicaid,Other_Contractuals_Self_Pay,Other_Contractuals_Commercial,Other_Contractuals_Other,Other_Contractuals_Total,Total_Medicare_Contractuals,Total_Medicaid_Contractuals,Total_Self_Pay_Contractuals,Total_Commercial_Contractuals,Total_Other_Contractuals,Total_Contractuals,Total_Charity_Care,Facility_Payroll,Facility_Paid_Hours,Physician_Payroll,Physician_Paid_Hours,Total_Payroll,Total_Paid_Hours,Employee_Benefit_Expenses,Supply_Expenses,Depreciation_Expense,Interest_Expenses,Professional_Fee_Expense,Bad_Debts,All_Other_Expenses,Total_Operating_Expenses,Other_Operation_Revenue,Operating_Margin,Net_Non_Operating_Gains_Losses,Tax_Subsidies,Gross_Total_Margin,Gross_Accounts_Receivable_Medicare,Gross_Accounts_Receivable_Medicaid,Gross_Accounts_Receivable_Self_Pay,Gross_Accounts_Receivable_Commercial,Gross_Accounts_Receivable_Other,Total_Gross_Accounts_Receivable,Casemix Index
156,Whidbey Island Public Hospital District,Coupeville,2020,3,52,168,5,0,0,228,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,5,0,0,228,401,669,13,0,0,562,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,13,0,0,562,1244,81,72,134,0,4334,496,0,1993,45261,52084,5121864,1512138,0,2502959,9136961,24258764,6582205,0,0,0,22571438,53412407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091442,36184,0,0,226309,1353935,30472070,8130527,0,0,25300706,63903303,9695607,2185409,0,0,16413720,28294736,360176,9769,0,0,147264,517209,10055783,2195178,0,0,16560984,28811945,428416,10601662,269063,1596028,13926,12197690,282989,3597621,3942619,1417809,760157,,285953,16996920,38912816,161976,0,1388,2434893,2436281,6188380,4342887,0,0,13862434,24393701,0.7597
157,St. Luke's Rehabilitation Institute,Spokane,2020,3,102,209,58,0,0,92,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,58,0,0,92,359,2891,891,0,0,1396,5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,891,0,0,1396,5178,0,0,0,0,0,0,0,0,18437,18437,10264549,3380784,0,5280454,18925787,1810499,1475221,0,0,0,3173924,6459644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12075048,4856005,0,0,8454378,25385431,5794942,3249553,0,0,4273601,13318096,0,0,0,0,0,0,5794942,3249553,0,0,4273601,13318096,-14022,6919237,205137,0,0,6919237,205137,1820012,472470,367473,930,,122997,1829431,11409553,599376,0,2947,0,2947,6239367,3175016,0,0,7020055,16434438,1.1965
158,Cascade Medical Center,Leavenworth,2020,3,12,12,4,0,0,4,20,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,4,33,26,10,0,0,18,54,285,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,311,10,0,0,18,339,0,1,0,12,1028,0,8,0,21422,22458,105444,36281,0,47026,188751,2841377,1338795,0,0,0,3054463,7234635,893831,0,0,0,0,893831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840652,1375076,0,0,3101489,8317217,1417008,717770,0,0,903520,3038298,-45529,0,0,0,0,-45529,1371479,717770,0,0,903520,2992769,184815,2424150,74572,625825,6785,3049975,81357,661066,454135,355103,4487,,187873,762937,5287703,172574,0,55912,269949,325861,2040982,940701,0,0,2739477,5721160,0.597
159,Providence St. Peter Hospital,Olympia,2020,3,372,2298,774,0,0,1306,4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,774,0,0,1306,4378,14875,4261,0,0,5570,24706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14875,4261,0,0,5570,24706,1233,550,1205,3244,11532,2704,814,0,89424,104474,205708904,48022175,0,87498124,341229203,94656875,35038671,0,0,0,74131462,203827008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300365779,83060846,0,0,161629586,545056211,246305800,65829627,0,0,97018294,409153721,0,0,0,0,0,0,246305800,65829627,0,0,97018294,409153721,4976172,50996485,1196846,449495,3099,51445980,1199945,5160722,23442323,2979730,285345,,2932526,56323210,139637310,1854462,0,4495804,0,4495804,147375766,43587747,0,0,101472376,292435889,1.1188
161,Kadlec Regional Medical Center,Richland,2020,3,337,1831,866,0,0,1337,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,866,0,0,1337,4034,8731,3974,0,0,4926,17631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8731,3974,0,0,4926,17631,1174,705,2317,2010,16970,3685,765,0,252056,273476,100801541,52407528,0,63459596,216668665,116655582,55131301,0,0,0,128152235,299939118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217457123,107538829,0,0,191611831,516607783,157921095,81796154,0,0,95995468,335712717,0,0,0,0,0,0,157921095,81796154,0,0,95995468,335712717,8998830,51004135,1423053,19117272,89270,70121407,1512323,5718328,34467182,4250164,2431229,,3960239,54867395,171855705,11391896,0,23824692,0,23824692,84283835,55196971,0,0,123345229,262826035,0.9805
162,Sacred Heart Medical Center,Spokane,2020,3,691,2725,1660,0,0,2162,6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,1660,0,0,2162,6547,18010,12933,0,0,10810,41753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18010,12933,0,0,10810,41753,2491,879,1069,3198,14166,3729,1374,0,148031,167300,205832271,125679586,0,145425411,476937268,90836961,43423808,0,0,0,88367727,222628496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296669232,169103394,0,0,233793138,699565764,213967059,123442275,0,0,122704048,460113382,0,0,0,0,0,0,213967059,123442275,0,0,122704048,460113382,5820188,73338692,1778461,5544490,14462,78883182,1792923,7532666,50180036,4715595,1259295,,1427548,105903786,248474560,13334621,0,17153074,0,17153074,122163275,95593297,0,0,145339765,363096337,1.3224
164,EvergreenHealth Kirkland / King Country Public Ho,Kirkland,2020,3,318,1204,511,0,0,1676,3391,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,16,71,1259,511,0,0,1692,3462,7316,2364,0,0,5306,14986,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,227,888,7977,2364,0,0,5533,15874,609,1140,3021,2372,12165,3220,624,34204,275812,326025,92015077,25490183,0,77142792,194648052,105199374,22575439,0,0,0,133750800,261525613,0,0,0,0,0,0,0,0,0,0,0,0,2727475,0,0,0,988889,3716364,9591920,291788,0,0,23545395,33429103,209533846,48357410,0,0,235427876,493319132,145100509,36019441,0,0,135252229,316372179,0,0,0,0,0,0,145100509,36019441,0,0,135252229,316372179,2626678,77983365,1874562,21107977,109145,99091342,1983707,21257088,25625886,8543506,2142530,,3817188,28931715,185592067,10726590,0,-9584580,7282871,-2301709,97904110,36132522,0,0,143916527,277953159,0.7761
165,Lake Chelan Health,Chelan,2020,3,34,24,6,0,0,36,66,17,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,0,40,87,61,14,0,0,89,164,316,0,0,0,78,394,0,0,0,0,0,0,0,0,0,0,0,0,377,14,0,0,167,558,8,23,32,0,1659,148,0,0,0,1807,536223,463785,0,323727,1323735,2932557,1604428,0,0,0,4756321,9293306,604518,140674,0,0,7604,752796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073298,2208887,0,0,5087652,11369837,2655390,1793148,0,0,1035795,5484333,0,0,0,0,0,0,2655390,1793148,0,0,1035795,5484333,170458,3026712,103399,768019,4294,3794731,107693,718969,629423,162011,0,,162917,1701785,7006919,207690,0,590406,0,590406,2191177,870964,0,0,4728189,7790330,0.4547
167,Ferry County Memorial Hospital,Republic,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6669
168,Confluence Health: Central Washington Hospital,Wenatchee,2020,3,176,1205,557,0,0,663,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,557,0,0,663,2425,6039,2538,0,0,2652,11229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6039,2538,0,0,2652,11229,646,333,444,0,9193,1402,885,6071,38668,56219,65753869,23452510,0,32827014,122033393,87903441,31527332,0,0,0,59133121,178563894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240708,47768,0,0,81300,1369776,154898018,55027610,0,0,92041435,301967063,98508398,43005132,0,0,24608462,166121992,0,0,0,0,2456621,2456621,98508398,43005132,0,0,27065083,168578613,2379125,33475256,835982,0,0,33475256,835982,9883561,28483679,2896227,1087092,,3258602,55939554,131765369,6122186,0,5031810,0,5031810,65672340,27513190,0,0,61588150,154773680,1.0176
170,PeaceHealth Southwest Medical Center,Vancouver,2020,3,450,2088,940,0,0,1242,4270,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,22,76,2130,952,0,0,1264,4346,10064,4307,0,0,5076,19447,0,0,0,0,0,0,0,0,0,0,0,0,549,125,0,0,295,969,10613,4432,0,0,5371,20416,1335,490,1680,2832,13768,3124,1158,10856,19342,48248,148077814,53684234,0,79957421,281719469,129498750,58810086,0,0,0,90016054,278324890,0,0,0,0,0,0,0,0,0,0,0,0,1088983,396430,0,0,589215,2074628,1320411,599800,0,0,918227,2838438,279985958,113490550,0,0,171480917,564957425,211002818,86623293,0,0,84739542,382365653,0,0,0,0,0,0,211002818,86623293,0,0,84739542,382365653,11267557,56213822,1305740,12570255,83688,68784077,1389428,17689259,30503782,12221077,173029,,5752690,47071241,176442465,2957538,0,41554,0,41554,118148513,46408189,0,0,116408973,280965675,1.1636
172,Public Hospital District #1-A of Whitman County,Pullman,2020,3,42,86,38,0,0,100,224,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,89,38,0,0,100,227,310,107,0,0,265,682,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,328,107,0,0,265,700,93,85,148,277,4211,0,212,0,17795,22218,3220253,677266,0,2259029,6156548,8749289,3298236,0,0,0,15375545,27423070,23544,0,0,0,0,23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11993086,3975502,0,0,17634574,33603162,6889896,2062292,0,0,7266422,16218610,0,0,0,0,0,0,6889896,2062292,0,0,7266422,16218610,190657,6804783,179428,1171105,8391,7975888,187819,1842110,2860287,670821,129611,,569824,3267941,16746658,375827,0,-829070,309972,-519098,3753503,1289760,0,0,9132831,14176094,0.6927
173,Arbor Health,Morton,2020,3,10,21,4,0,0,4,29,10,5,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,5,45,119,20,0,0,15,154,135,44,0,0,25,204,0,368,0,0,0,368,0,0,0,0,0,0,254,432,0,0,40,726,7,0,0,28,1326,78,42,0,8539,9985,386437,241070,0,363623,991130,4853995,1973450,0,0,0,2470443,9297888,324596,175224,0,0,114832,614652,7009,144168,0,0,0,151177,0,0,0,0,0,0,0,0,0,0,0,0,5572037,2533912,0,0,2948898,11054847,2475469,1410560,0,0,1050213,4936242,0,0,0,0,0,0,2475469,1410560,0,0,1050213,4936242,181944,3850108,104526,594645,4831,4444753,109357,1043830,460057,399887,114674,,-1053,1593005,8056206,621608,0,0,464722,464722,2696005,1061378,0,0,3177656,6935039,0.6717
175,Mary Bridge Children's Hospital,Tacoma,2020,3,82,0,447,0,0,358,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,358,805,0,1749,0,0,1210,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,1210,2959,253,0,0,548,6735,1425,286,0,22665,31111,0,36725068,0,28206614,64931682,53609,80819043,0,0,0,76390644,157263296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53609,117544111,0,0,104597258,222194978,0,95382128,0,0,38488249,133870377,0,0,0,0,0,0,0,95382128,0,0,38488249,133870377,1982551,22219534,376538,9887731,74707,32107265,451245,6312298,4034783,2977286,743164,,1292628,31693041,77867837,1330930,0,0,0,0,18052,49593672,0,0,58082110,107693834,0.9586
176,Tacoma General / Allenmore,Tacoma,2020,3,581,1897,1512,0,0,1881,5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897,1512,0,0,1881,5290,11702,9319,0,0,8551,29572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,9319,0,0,8551,29572,1536,753,1105,3071,20220,2567,873,0,125165,148825,178487877,132213676,0,132839954,443541507,178514939,105913344,0,0,0,188417271,472845554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357002816,238127020,0,0,321257225,916387061,299511956,213976366,0,0,147287273,660775595,0,0,0,0,0,0,299511956,213976366,0,0,147287273,660775595,16645627,82614454,1535090,18906505,140292,101520959,1675382,21556218,43776373,8754729,2433726,,7274178,45285052,223327057,3228720,0,0,0,0,143243881,116850231,0,0,206321026,466415138,1.117
180,Valley Hospital and Medical Center,Spokane,2020,3,123,518,313,0,0,332,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,313,0,0,332,1163,2933,1066,0,0,1134,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933,1066,0,0,1134,5133,256,149,222,942,10518,1402,415,0,2620,14955,35654359,13741910,0,12313052,61709321,50300690,27189992,0,0,0,52157942,129648624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85955049,40931902,0,0,64470994,191357945,91315694,33867296,0,0,23939480,149122470,0,0,0,0,0,0,91315694,33867296,0,0,23939480,149122470,3467795,14641771,306455,1277676,8506,15919447,314961,3441149,6661864,1577774,744898,,1074894,5443995,33789127,275603,0,0,0,0,28607233,14907115,0,0,32452199,75966547,0.8776
183,Auburn Medical Center,Auburn,2020,3,195,653,655,0,0,439,1747,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,13,45,670,670,0,0,452,1792,3174,2689,0,0,2852,8715,0,0,0,0,0,0,0,0,0,0,0,0,1222,525,0,0,356,2103,4396,3214,0,0,3208,10818,278,275,414,1156,9019,680,240,0,5460,15399,49005351,25736442,0,21045290,95787083,26700719,29717230,0,0,0,42118960,98536909,0,0,0,0,0,0,0,0,0,0,0,0,2995051,3334493,0,0,4754481,11084025,0,0,0,0,0,0,78701121,58788165,0,0,67918731,205408017,82881059,42123426,0,0,22165225,147169710,0,0,0,0,0,0,82881059,42123426,0,0,22165225,147169710,5333331,20596752,411117,2664036,19323,23260788,430440,5137833,4886850,3120579,941757,,3032345,12157146,49504953,419755,0,0,0,0,38727298,24405354,0,0,39302043,102434695,0.8357
186,Grays Harbor Count,Elma,2020,3,24,77,14,0,0,22,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,14,0,0,22,113,306,46,0,0,66,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,46,0,0,66,418,0,0,0,112,3664,0,52,0,26513,30229,2129940,376802,0,501049,3007791,6960365,6777701,0,0,0,7041024,20779090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090305,7154503,0,0,7542073,23786881,0,0,0,0,0,0,6407278,5313419,0,0,2438824,14159521,6407278,5313419,0,0,2438824,14159521,639691,4970771,129167,1076386,13526,6047157,142693,1288028,888745,800331,452000,,409522,2377507,11853768,4388598,0,513828,40915,554743,4652916,2713014,0,0,8847135,16213065,0.6022
191,Providence Centralia Hospital,Centralia,2020,3,128,525,250,0,0,208,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,250,0,0,208,983,2656,962,0,0,495,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,962,0,0,495,4113,209,157,219,878,7685,628,475,0,70322,79110,29350884,11951601,0,8340650,49643135,84997565,30605653,0,0,0,50225573,165828791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114348449,42557254,0,0,58566223,215471926,90905688,36003445,0,0,27709352,154618485,0,0,0,0,0,0,90905688,36003445,0,0,27709352,154618485,2719621,14704458,346046,28420,97,14732878,346143,1467025,12271412,1052606,110770,,1578619,21250067,50884758,908511,0,751518,0,751518,49416255,17817992,0,0,37565740,104799987,0.7898
193,MOUNT CARMEL HOSPITAL,Colville,2020,3,55,89,72,0,0,52,213,9,4,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,98,76,0,0,53,227,445,442,0,0,137,1024,246,115,0,0,16,377,0,0,0,0,0,0,0,0,0,0,0,0,691,557,0,0,153,1401,43,70,101,127,2313,197,73,0,22171,24754,1704221,1586666,0,1100574,4391461,11421116,5216502,0,0,0,7361067,23998685,628234,291881,0,0,41506,961621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13753571,7095049,0,0,8503147,29351767,7788621,3947897,0,0,2269201,14005719,-182201,191807,0,0,1263,10869,7606420,4139704,0,0,2270464,14016588,309982,4732583,124192,500,6,4733083,124198,452949,1525656,407313,267121,,149513,5597126,12983248,229386,0,0,0,0,5735690,3454345,0,0,4826815,14016850,0.6616
194,PROVIDENCE ST JOSEPH HOSPITAL,Chewelah,2020,3,65,37,5,0,0,3,45,10,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,5,57,437,16,0,0,87,540,313,0,0,0,93,406,0,0,0,0,0,0,0,0,0,0,0,0,750,16,0,0,180,946,0,0,0,42,1106,6,58,0,6822,7992,358318,85333,0,24415,468066,3583046,1614269,0,0,0,1780797,6978112,578459,-34,0,0,167789,746214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519823,1699568,0,0,1973001,8192392,2203577,1054313,0,0,511141,3769031,153668,-25633,0,0,33850,161885,2357245,1028680,0,0,544991,3930916,183382,1889578,44612,0,0,1889578,44612,143861,210159,78249,43107,,87747,2189330,4554284,88942,0,177678,0,177678,-753158,-231269,0,0,-456932,-1441359,0.6384
195,Snoqualmie Valley Hospital,Snoqualmie Vall,2020,3,28,3,0,0,0,2,5,66,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,3,72,6,0,0,0,7,13,1971,92,0,0,18,2081,0,0,0,0,0,0,0,0,0,0,0,0,1977,92,0,0,25,2094,0,0,0,6,872,0,0,0,11721,12593,30458,0,0,11030,41488,1444546,943851,0,0,0,3875721,6264118,7172831,68005,0,0,203396,7444232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8647835,1011856,0,0,4090147,13749838,4344,0,0,0,0,4344,1714537,339773,0,0,2078087,4132397,1718881,339773,0,0,2078087,4136741,175406,3751856,109885,988761,8823,4740617,118708,939046,793255,972090,1426705,,163796,2554649,11426362,259137,0,1010940,1004932,2015872,3706864,882974,0,0,5134368,9724206,0.5974
197,Capital Medical Center,Olympia,2020,3,107,417,216,0,0,304,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,216,0,0,304,937,1639,710,0,0,753,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,710,0,0,753,3102,417,189,296,446,3777,828,270,0,11737,16612,29507874,12592763,0,15491742,57592379,37968892,16479179,0,0,0,35674672,90122743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67476766,29071942,0,0,51166414,147715122,57909739,24263770,0,0,38572946,120746455,0,0,0,0,0,0,57909739,24263770,0,0,38572946,120746455,720689,9483323,222642,0,0,9483323,222642,1467131,4465034,1451594,2523637,,674414,6423833,25814552,56980,0,0,0,0,5430598,2857077,0,0,18393883,26681558,1.0296
198,Astria Sunnyside Hospital,Sunnyside,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5649
199,ASTRIA TOPPENISH HOSPITAL,Toppenish,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4357
201,St. Francis Hospital,Federal Way,2020,3,124,797,479,0,0,613,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,479,0,0,613,1889,4314,1624,0,0,1947,7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,1624,0,0,1947,7885,531,230,411,1421,9560,809,1141,0,97909,109419,75913617,32056119,0,52408810,160378546,85935240,50557181,0,0,0,97609711,234102132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161848857,82613300,0,0,150018521,394480678,135523965,71337261,0,0,95293582,302154808,0,0,0,0,0,0,135523965,71337261,0,0,95293582,302154808,6395160,22649627,576044,7781640,62613,30431267,638657,7152876,10285836,4221605,12762,,6086618,27023414,79127760,7298347,0,1409813,0,1409813,56330308,16126183,0,0,135168021,207624512,0.9599
202,Regional Hospital for Respiratory & Complex Care,Seattle,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8198
